DonationKey,Donation Date,DonorKey,CampaignKey,ChannelKey,FundraiserKey,Gift Amount,Gift Type,Payment Method,Is First Gift
63291,2022-02-24,6138,1,1,9.0,51.11,Recurring,Card,True
49628,2022-02-24,4770,7,7,,11262.5,Major Gift,Card,False
104579,2022-02-24,10037,1,1,4.0,7.35,Recurring,Invoice,True
123751,2022-02-24,11907,5,5,,24.95,Recurring,Bank Transfer,True
66414,2022-02-25,6429,3,3,,19.43,One-off,Bank Transfer,True
75732,2022-02-25,7322,1,1,26.0,121.67,Recurring,MobilePay,True
42482,2022-02-26,4065,3,3,,23.92,One-off,Card,True
11596,2022-02-26,1120,4,4,,10.08,One-off,Card,True
111368,2022-02-26,10736,1,1,34.0,42.88,Recurring,MobilePay,True
50316,2022-02-26,4844,2,2,,17.11,Recurring,Bank Transfer,True
79153,2022-02-26,7649,5,5,,8.34,Recurring,MobilePay,True
48156,2022-02-26,4630,2,2,,145.89,One-off,Card,True
16617,2022-02-26,1600,1,1,32.0,11.63,Recurring,Bank Transfer,True
16568,2022-02-27,1593,5,5,,20.79,Recurring,Card,True
27300,2022-02-27,2570,1,1,10.0,58.34,Recurring,Card,True
66996,2022-02-27,6479,6,6,32.0,55.39,Recurring,MobilePay,True
56715,2022-02-27,5470,1,1,38.0,39.52,Recurring,Card,True
57865,2022-02-28,5583,6,6,31.0,27.34,One-off,Bank Transfer,True
21049,2022-02-28,1983,2,2,,8.06,One-off,Bank Transfer,True
114420,2022-02-28,11046,1,1,38.0,8.68,Recurring,MobilePay,True
117392,2022-02-28,11320,4,4,,78.43,Recurring,Card,True
62180,2022-03-01,6015,2,2,,33.23,One-off,Card,True
18193,2022-03-01,1745,2,2,,24.53,Recurring,Card,True
113220,2022-03-01,10950,1,1,11.0,41.66,Recurring,Card,True
12117,2022-03-01,1175,4,4,,51.48,Recurring,Card,True
78287,2022-03-01,7568,4,4,,94.02,One-off,Card,True
16372,2022-03-01,1578,1,1,8.0,23.6,Recurring,Card,True
4451,2022-03-02,409,1,1,34.0,13.71,Recurring,MobilePay,True
100437,2022-03-02,9649,2,2,,127.44,Recurring,Bank Transfer,True
97512,2022-03-02,9381,1,1,2.0,14.49,Recurring,Card,True
103488,2022-03-02,9959,1,1,13.0,14.06,Recurring,Bank Transfer,True
51511,2022-03-02,4954,3,3,,12.62,Recurring,Card,True
58369,2022-03-02,5636,1,1,25.0,10.15,Recurring,Card,True
96189,2022-03-02,9254,6,6,26.0,41.61,One-off,Card,True
54273,2022-03-02,5243,4,4,,23.72,One-off,Bank Transfer,True
102943,2022-03-02,9905,2,2,,40.91,Recurring,Card,True
106212,2022-03-03,10228,1,1,37.0,6.82,Recurring,Card,True
29800,2022-03-03,2798,1,1,13.0,14.18,Recurring,Bank Transfer,True
53873,2022-03-03,5199,3,3,,99.45,One-off,MobilePay,True
105652,2022-03-03,10166,4,4,,34.35,One-off,Card,True
5225,2022-03-03,487,1,1,35.0,15.7,One-off,Bank Transfer,True
12933,2022-03-03,1249,2,2,,16.93,Recurring,MobilePay,True
65470,2022-03-03,6341,3,3,,114.03,One-off,MobilePay,True
60184,2022-03-04,5814,5,5,,7.87,Recurring,Card,False
107449,2022-03-04,10359,2,2,,19.97,Recurring,Card,False
104580,2022-03-04,10037,1,1,,12.36,Recurring,Card,False
33671,2022-03-04,3149,1,1,,12.6,Recurring,Card,False
96098,2022-03-04,9244,2,2,,8.12,Recurring,Card,False
15913,2022-03-04,1538,1,1,,8.07,Recurring,Card,False
74891,2022-03-04,7241,1,1,,23.25,Recurring,Card,False
33728,2022-03-04,3160,2,2,,19.29,Recurring,Card,False
92359,2022-03-04,8890,2,2,,8.7,Recurring,Card,False
93650,2022-03-04,9002,3,3,,16.16,Recurring,Card,False
71810,2022-03-04,6944,1,1,,16.99,Recurring,Card,False
79010,2022-03-04,7639,1,1,,18.31,Recurring,Card,False
16051,2022-03-04,1549,5,5,,18.78,Recurring,Card,False
27301,2022-03-04,2570,1,1,,10.7,Recurring,Card,False
93658,2022-03-04,9003,1,1,,14.31,Recurring,Card,False
51643,2022-03-04,4969,2,2,,7.57,Recurring,Card,False
60847,2022-03-04,5888,1,1,,11.7,Recurring,Card,False
55285,2022-03-04,5342,2,2,,5.11,Recurring,Card,False
104294,2022-03-04,10014,2,2,,12.47,Recurring,Card,False
51606,2022-03-04,4965,1,1,,9.14,Recurring,Card,False
34162,2022-03-04,3206,2,2,,9.91,Recurring,Card,False
88282,2022-03-04,8512,6,6,,19.29,Recurring,Card,False
123350,2022-03-04,11870,4,4,,20.51,Recurring,Card,False
60165,2022-03-04,5810,6,6,,8.31,Recurring,Card,False
33439,2022-03-04,3133,5,5,,19.7,Recurring,Card,False
95450,2022-03-04,9177,1,1,,23.17,Recurring,Card,False
34311,2022-03-04,3224,5,5,,15.48,Recurring,Card,False
1334,2022-03-04,140,1,1,,6.6,Recurring,Card,False
53759,2022-03-04,5185,1,1,,24.45,Recurring,Card,False
28109,2022-03-04,2642,6,6,,17.1,Recurring,Card,False
71471,2022-03-04,6923,2,2,,10.63,Recurring,Card,False
96271,2022-03-04,9264,2,2,,19.6,Recurring,Card,False
75733,2022-03-04,7322,1,1,,6.31,Recurring,Card,False
79154,2022-03-04,7649,5,5,,21.09,Recurring,Card,False
18699,2022-03-04,1784,6,6,,8.06,Recurring,Card,False
59685,2022-03-04,5766,1,1,,36.05,Recurring,Card,False
92834,2022-03-04,8930,2,2,,22.32,Recurring,Card,False
11169,2022-03-04,1078,6,6,,11.82,Recurring,Card,False
53917,2022-03-04,5204,1,1,,6.57,Recurring,Card,False
119531,2022-03-04,11507,1,1,,7.49,Recurring,Card,False
33022,2022-03-04,3094,1,1,,9.86,Recurring,Card,False
59751,2022-03-04,5779,2,2,,44.74,Recurring,Card,False
96220,2022-03-04,9263,5,5,,14.73,Recurring,Card,False
59157,2022-03-04,5719,2,2,,7.03,Recurring,Card,False
53019,2022-03-04,5092,1,1,,7.15,Recurring,Card,False
79125,2022-03-04,7648,1,1,,15.73,Recurring,Card,False
1669,2022-03-04,173,1,1,,7.97,Recurring,Card,False
33398,2022-03-04,3129,1,1,,9.4,Recurring,Card,False
52650,2022-03-04,5060,3,3,,48.83,Recurring,Card,False
47950,2022-03-04,4613,1,1,,15.83,Recurring,Card,False
3721,2022-03-04,343,1,1,,39.33,Recurring,Card,False
123752,2022-03-04,11907,5,5,,14.4,Recurring,Card,False
58895,2022-03-04,5698,2,2,,37.58,Recurring,Bank Transfer,True
71902,2022-03-04,6956,1,1,,12.93,Recurring,Card,False
16569,2022-03-04,1593,5,5,,15.94,Recurring,Card,False
35318,2022-03-04,3341,1,1,,13.33,Recurring,Card,False
89653,2022-03-04,8650,1,1,,17.27,Recurring,Card,False
91868,2022-03-04,8839,1,1,,16.39,Recurring,Card,False
62107,2022-03-04,6010,2,2,,9.71,Recurring,Card,False
80713,2022-03-04,7790,1,1,,13.16,Recurring,Card,False
114421,2022-03-04,11046,1,1,,9.95,Recurring,Card,False
103496,2022-03-04,9962,2,2,,29.26,One-off,Card,True
841,2022-03-04,86,1,1,,9.87,Recurring,Card,False
117393,2022-03-04,11320,4,4,,33.6,Recurring,Card,False
78694,2022-03-04,7606,1,1,,13.08,Recurring,Card,False
35732,2022-03-04,3392,1,1,,8.05,Recurring,Card,False
87658,2022-03-04,8457,2,2,,10.73,Recurring,Card,False
63292,2022-03-04,6138,1,1,,12.38,Recurring,Card,False
114234,2022-03-04,11031,1,1,,12.62,Recurring,Card,False
9427,2022-03-04,910,1,1,,9.61,Recurring,Card,False
107556,2022-03-04,10365,1,1,,14.92,Recurring,Card,False
87240,2022-03-04,8411,2,2,,24.64,Recurring,Card,False
49444,2022-03-04,4748,2,2,,7.34,Recurring,Card,False
8963,2022-03-04,849,2,2,,12.11,Recurring,Card,False
87163,2022-03-04,8400,2,2,,15.89,Recurring,Card,False
62882,2022-03-04,6090,1,1,,8.25,Recurring,Card,False
89740,2022-03-04,8661,1,1,,14.69,Recurring,Card,False
18041,2022-03-04,1737,1,1,,18.37,Recurring,Card,False
12105,2022-03-04,1174,4,4,,13.91,Recurring,Card,False
62526,2022-03-04,6050,1,1,,11.56,Recurring,Card,False
119376,2022-03-04,11498,1,1,,47.81,Recurring,Card,False
48281,2022-03-04,4641,1,1,,12.21,Recurring,Card,False
50317,2022-03-04,4844,2,2,,14.01,Recurring,Card,False
74252,2022-03-04,7200,1,1,,20.72,Recurring,Card,False
28944,2022-03-04,2711,5,5,,17.05,Recurring,Card,False
31959,2022-03-04,3005,2,2,,29.37,One-off,Card,True
116088,2022-03-04,11202,1,1,,30.73,Recurring,Card,False
54514,2022-03-04,5268,1,1,,67.57,Recurring,Card,False
16618,2022-03-04,1600,1,1,,16.44,Recurring,Card,False
16676,2022-03-04,1605,3,3,,10.84,Recurring,Card,False
63687,2022-03-04,6179,1,1,,19.65,Recurring,Card,False
26863,2022-03-04,2526,3,3,,6.44,Recurring,Card,False
88037,2022-03-04,8489,2,2,,6.38,Recurring,Card,False
34609,2022-03-04,3265,5,5,,15.09,Recurring,Card,False
31880,2022-03-04,2997,1,1,,18.48,Recurring,Card,False
94321,2022-03-04,9068,6,6,,7.19,Recurring,Card,False
2514,2022-03-04,234,3,3,,13.21,Recurring,Card,False
34712,2022-03-04,3271,6,6,,27.82,Recurring,Card,False
108776,2022-03-04,10494,2,2,,20.09,Recurring,Card,False
16945,2022-03-04,1633,3,3,,15.43,Recurring,Card,False
58574,2022-03-04,5660,1,1,,7.72,Recurring,Card,False
18443,2022-03-04,1760,1,1,17.0,15.82,Recurring,Card,True
14362,2022-03-04,1375,5,5,,5.47,Recurring,Card,False
87817,2022-03-04,8468,1,1,,17.25,Recurring,Card,False
35155,2022-03-04,3327,1,1,,10.39,Recurring,Card,False
662,2022-03-04,73,1,1,,12.43,Recurring,Card,False
54731,2022-03-04,5280,1,1,,11.86,Recurring,Card,False
35240,2022-03-04,3334,2,2,,16.11,Recurring,Card,False
81311,2022-03-04,7844,1,1,,39.1,Recurring,Card,False
16801,2022-03-04,1615,1,1,,5.11,Recurring,Card,False
59276,2022-03-04,5729,2,2,,29.24,Recurring,Card,False
45637,2022-03-04,4390,1,1,,5.75,Recurring,Card,False
42114,2022-03-04,4035,2,2,,11.95,Recurring,Card,False
41884,2022-03-04,4008,6,6,,13.93,Recurring,Card,False
5553,2022-03-04,511,2,2,,7.1,Recurring,Card,False
65980,2022-03-04,6395,1,1,,8.81,Recurring,Card,False
70615,2022-03-04,6830,5,5,,14.99,Recurring,Card,False
121519,2022-03-04,11683,1,1,,19.27,Recurring,Card,False
77052,2022-03-04,7461,1,1,,49.0,Recurring,Card,False
38731,2022-03-04,3710,1,1,,6.66,Recurring,Card,False
119936,2022-03-04,11545,6,6,,12.3,Recurring,Card,False
20430,2022-03-04,1934,4,4,,11.74,Recurring,Card,False
55993,2022-03-04,5412,2,2,,16.5,Recurring,Card,False
96682,2022-03-04,9295,1,1,,12.32,Recurring,Card,False
39054,2022-03-04,3741,2,2,,8.04,Recurring,Card,False
42165,2022-03-04,4037,3,3,,22.15,Recurring,Card,False
5027,2022-03-04,463,1,1,,34.47,Recurring,Card,False
20608,2022-03-04,1948,1,1,,9.29,Recurring,Card,False
100921,2022-03-04,9700,5,5,,73.75,Recurring,Card,True
119967,2022-03-04,11547,2,2,,13.18,Recurring,Card,False
121241,2022-03-04,11653,1,1,,10.46,Recurring,Card,False
120866,2022-03-04,11618,1,1,,5.14,Recurring,Card,False
39640,2022-03-04,3800,5,5,,13.18,Recurring,Card,False
110960,2022-03-04,10702,1,1,,21.31,Recurring,Card,False
71030,2022-03-04,6871,1,1,,40.62,Recurring,Card,False
45016,2022-03-04,4318,1,1,,25.04,Recurring,Card,False
120813,2022-03-04,11612,6,6,,19.43,Recurring,Card,False
77228,2022-03-04,7478,1,1,,24.23,Recurring,Card,False
19062,2022-03-04,1816,1,1,,5.44,Recurring,Card,False
20377,2022-03-04,1931,5,5,,15.12,Recurring,Card,False
83611,2022-03-04,8028,1,1,,12.85,Recurring,Card,False
64716,2022-03-04,6274,5,5,,9.65,Recurring,Card,False
29437,2022-03-04,2763,1,1,,13.51,Recurring,Card,False
116374,2022-03-04,11226,1,1,,10.17,Recurring,Card,False
106882,2022-03-04,10299,2,2,,12.29,Recurring,Card,False
68728,2022-03-04,6648,1,1,,21.59,Recurring,Card,False
82270,2022-03-04,7929,5,5,,20.0,Recurring,Card,False
42902,2022-03-04,4102,2,2,,18.94,Recurring,Card,False
119730,2022-03-04,11526,1,1,,6.88,Recurring,Card,False
110250,2022-03-04,10644,1,1,,12.59,Recurring,Card,False
22258,2022-03-04,2091,1,1,,19.76,Recurring,Card,False
111369,2022-03-04,10736,1,1,,15.32,Recurring,Card,False
47246,2022-03-04,4538,4,4,,12.58,Recurring,Card,False
99407,2022-03-04,9561,5,5,,12.86,Recurring,Card,False
98666,2022-03-04,9485,1,1,,21.02,Recurring,Card,False
66997,2022-03-04,6479,6,6,,14.08,Recurring,Card,False
112340,2022-03-04,10864,4,4,,5.1,Recurring,Card,False
46752,2022-03-04,4501,1,1,,7.48,Recurring,Card,False
100802,2022-03-04,9694,2,2,,16.42,Recurring,Card,False
57474,2022-03-04,5545,1,1,,12.39,Recurring,Card,False
7980,2022-03-04,751,1,1,,15.45,Recurring,Card,False
98717,2022-03-04,9488,1,1,,19.87,Recurring,Card,False
57743,2022-03-04,5569,2,2,,10.91,Recurring,Card,False
65009,2022-03-04,6298,1,1,,19.76,Recurring,Card,False
23632,2022-03-04,2214,1,1,,17.3,Recurring,Card,False
68214,2022-03-04,6602,1,1,,23.95,Recurring,Card,False
5244,2022-03-04,491,1,1,,21.78,Recurring,Card,False
77917,2022-03-04,7536,5,5,,12.51,Recurring,Card,False
110380,2022-03-04,10648,1,1,,13.87,Recurring,Card,False
24161,2022-03-04,2253,2,2,,26.55,Recurring,Card,False
21259,2022-03-04,1998,6,6,,18.43,Recurring,Card,False
22134,2022-03-04,2079,5,5,,9.57,Recurring,Card,False
68314,2022-03-04,6609,1,1,,16.81,Recurring,Card,False
112862,2022-03-04,10910,1,1,,15.19,Recurring,Card,False
4373,2022-03-04,400,5,5,,6.37,Recurring,Card,False
56716,2022-03-04,5470,1,1,,24.65,Recurring,Card,False
44426,2022-03-04,4259,1,1,,7.69,Recurring,Card,False
110333,2022-03-04,10647,1,1,,17.51,Recurring,Card,False
77544,2022-03-04,7500,1,1,,9.87,Recurring,Card,False
64851,2022-03-04,6286,1,1,,23.37,Recurring,Card,False
56328,2022-03-04,5437,1,1,,7.0,Recurring,Card,False
116470,2022-03-04,11232,5,5,,17.4,Recurring,Card,False
86200,2022-03-04,8306,1,1,,14.03,Recurring,Card,False
42407,2022-03-04,4050,2,2,,13.78,Recurring,Card,False
7324,2022-03-04,683,1,1,,8.23,Recurring,Card,False
30451,2022-03-04,2854,1,1,,24.36,Recurring,Card,False
40012,2022-03-04,3835,6,6,,16.26,Recurring,Card,False
12764,2022-03-04,1238,1,1,,16.47,Recurring,Card,False
41321,2022-03-04,3953,1,1,,17.03,Recurring,Card,False
7692,2022-03-04,714,2,2,,40.56,Recurring,Card,False
19296,2022-03-04,1844,1,1,,9.59,Recurring,Card,False
105531,2022-03-05,10154,2,2,,51.93,One-off,Card,False
72998,2022-03-05,7076,1,1,31.0,31.16,Recurring,Card,True
13241,2022-03-05,1280,3,3,,29.65,One-off,Card,True
70529,2022-03-05,6824,1,1,6.0,16.59,Recurring,Bank Transfer,True
120924,2022-03-05,11621,2,2,,42.72,One-off,Bank Transfer,True
47691,2022-03-05,4582,1,1,4.0,18.08,One-off,Card,True
53611,2022-03-05,5177,1,1,26.0,16.63,Recurring,Card,True
101802,2022-03-05,9774,4,4,,51.56,One-off,MobilePay,False
99583,2022-03-05,9576,2,2,,22.76,One-off,MobilePay,True
84764,2022-03-05,8161,1,1,29.0,29.98,Recurring,Bank Transfer,True
75997,2022-03-05,7356,5,5,,15.4,Recurring,Invoice,True
25161,2022-03-06,2353,2,2,,55.0,One-off,Bank Transfer,True
36528,2022-03-06,3480,6,6,27.0,25.61,One-off,Bank Transfer,True
113517,2022-03-06,10971,3,3,,15.03,One-off,Card,True
10568,2022-03-06,1025,5,5,,46.71,One-off,Invoice,False
88940,2022-03-06,8577,5,5,,21.06,Recurring,Bank Transfer,True
50641,2022-03-06,4872,2,2,,19.41,One-off,MobilePay,False
19288,2022-03-07,1842,7,7,,2590.04,Major Gift,MobilePay,True
29374,2022-03-07,2759,1,1,12.0,19.25,Recurring,Card,True
14000,2022-03-07,1344,4,4,,23.59,Recurring,Card,True
75815,2022-03-07,7331,6,6,32.0,32.07,One-off,Card,True
53292,2022-03-07,5133,3,3,,7.29,Recurring,Card,True
70703,2022-03-07,6834,2,2,,10.46,Recurring,Card,True
59195,2022-03-07,5721,2,2,,13.25,Recurring,Card,True
9624,2022-03-07,936,1,1,,90.63,One-off,Card,False
89697,2022-03-07,8654,4,4,,32.74,One-off,Card,True
101690,2022-03-07,9766,3,3,,31.56,One-off,Card,True
19010,2022-03-07,1813,1,1,3.0,129.97,Recurring,Card,True
116021,2022-03-08,11192,37,1,40.0,109.02,Recurring,Card,True
52685,2022-03-08,5065,37,1,22.0,24.75,Recurring,Bank Transfer,True
60498,2022-03-08,5843,37,2,,15.11,One-off,Card,True
49648,2022-03-08,4774,37,1,14.0,74.92,Recurring,MobilePay,True
32584,2022-03-08,3058,37,5,,41.17,Recurring,Card,True
82812,2022-03-08,7966,37,3,,18.09,One-off,Bank Transfer,True
58589,2022-03-08,5663,37,2,,41.94,One-off,MobilePay,True
47865,2022-03-09,4606,37,1,30.0,20.8,Recurring,Card,True
112570,2022-03-09,10886,37,1,29.0,22.66,Recurring,Card,True
1664,2022-03-09,172,37,1,30.0,15.45,Recurring,Card,True
41899,2022-03-09,4008,6,6,,17.02,One-off,Card,False
96566,2022-03-09,9286,37,1,21.0,10.75,Recurring,Card,True
33316,2022-03-09,3125,37,7,,2167.06,Major Gift,Card,True
121697,2022-03-09,11696,37,6,6.0,55.38,One-off,MobilePay,True
73329,2022-03-09,7106,37,1,32.0,11.72,Recurring,Card,True
104340,2022-03-09,10014,2,2,,33.76,One-off,Card,False
46481,2022-03-09,4467,37,2,,52.15,Recurring,Bank Transfer,True
13064,2022-03-09,1261,37,4,,25.76,One-off,MobilePay,True
10689,2022-03-10,1036,37,4,,16.3,Recurring,Bank Transfer,True
110759,2022-03-10,10676,37,2,,12.67,Recurring,Bank Transfer,True
109659,2022-03-10,10590,37,2,,22.0,One-off,Invoice,True
39147,2022-03-10,3747,37,1,8.0,41.82,Recurring,Bank Transfer,True
69833,2022-03-10,6759,37,1,3.0,30.25,Recurring,MobilePay,True
50686,2022-03-10,4877,37,1,15.0,25.32,Recurring,Card,True
73297,2022-03-10,7102,37,2,,32.52,One-off,MobilePay,True
97629,2022-03-11,9393,37,4,,38.03,One-off,Card,True
95368,2022-03-11,9169,37,6,4.0,14.73,Recurring,Card,True
2159,2022-03-11,213,37,2,,67.99,Recurring,Card,True
1049,2022-03-11,107,7,7,,20164.41,Major Gift,Card,False
22913,2022-03-11,2153,37,4,,18.6,Recurring,Card,True
61638,2022-03-11,5971,37,4,,61.28,One-off,Card,True
3528,2022-03-11,324,37,1,38.0,58.96,Recurring,Bank Transfer,True
72963,2022-03-11,7073,37,3,,59.81,One-off,Card,True
766,2022-03-11,79,37,1,31.0,12.4,Recurring,Bank Transfer,True
9950,2022-03-11,969,37,5,,30.34,Recurring,Invoice,True
88047,2022-03-11,8489,2,2,,54.89,One-off,Invoice,False
60306,2022-03-12,5822,37,1,2.0,12.34,Recurring,Card,True
34201,2022-03-12,3210,37,2,,47.55,One-off,Invoice,True
113643,2022-03-13,10982,37,4,,47.63,One-off,MobilePay,True
99755,2022-03-13,9598,3,3,,17.67,One-off,Card,False
7315,2022-03-13,682,37,1,4.0,14.36,Recurring,Card,True
106120,2022-03-13,10214,37,2,,31.55,Recurring,MobilePay,True
98719,2022-03-13,9488,1,1,,5.09,One-off,MobilePay,False
66040,2022-03-13,6397,37,2,,23.48,Recurring,Card,True
57783,2022-03-13,5569,2,2,,74.42,One-off,Card,False
67737,2022-03-14,6541,37,2,,7.66,One-off,Card,True
123982,2022-03-14,11927,37,1,17.0,9.36,Recurring,Card,True
12450,2022-03-14,1204,37,4,,69.79,One-off,Card,True
119478,2022-03-14,11504,37,1,8.0,10.94,Recurring,Bank Transfer,True
100562,2022-03-14,9666,37,1,5.0,8.1,Recurring,Bank Transfer,True
108141,2022-03-14,10425,37,2,,12.0,One-off,Card,True
54930,2022-03-14,5302,37,1,26.0,13.3,Recurring,Bank Transfer,True
2113,2022-03-14,212,37,1,21.0,10.75,Recurring,Card,True
120221,2022-03-14,11566,37,1,6.0,45.44,Recurring,Card,True
36127,2022-03-15,3431,37,2,,14.0,Recurring,Card,True
61288,2022-03-15,5942,37,1,23.0,28.78,Recurring,MobilePay,True
27005,2022-03-15,2537,37,6,32.0,18.88,One-off,Bank Transfer,True
63678,2022-03-15,6177,37,4,,59.24,One-off,Bank Transfer,True
91460,2022-03-15,8803,37,1,35.0,11.34,Recurring,Bank Transfer,True
19211,2022-03-15,1828,37,5,,56.25,One-off,Invoice,True
121322,2022-03-15,11658,37,2,,37.44,One-off,Card,True
81625,2022-03-15,7865,37,1,37.0,117.49,Recurring,Card,True
28064,2022-03-15,2640,37,3,,59.81,One-off,Card,True
100719,2022-03-16,9684,37,1,29.0,9.71,Recurring,Bank Transfer,True
60459,2022-03-16,5836,37,1,13.0,101.56,Recurring,Card,True
75344,2022-03-16,7283,37,4,,22.16,One-off,Card,True
112236,2022-03-16,10847,37,2,,84.59,One-off,MobilePay,True
89453,2022-03-16,8630,37,5,,21.79,Recurring,Card,True
114467,2022-03-16,11046,1,1,,15.37,One-off,MobilePay,False
28052,2022-03-16,2638,37,1,1.0,30.49,Recurring,Card,True
119657,2022-03-17,11517,37,1,26.0,37.66,Recurring,Card,True
8986,2022-03-17,849,2,2,,50.24,One-off,Card,False
25763,2022-03-17,2408,37,3,,67.67,One-off,Bank Transfer,True
55372,2022-03-17,5347,37,1,21.0,13.21,Recurring,Card,True
85066,2022-03-17,8192,37,5,,17.34,One-off,Card,True
25569,2022-03-17,2390,1,1,,37.22,One-off,Card,False
104482,2022-03-17,10025,37,1,16.0,21.04,Recurring,Card,True
43246,2022-03-18,4151,37,4,,41.25,One-off,Invoice,True
93142,2022-03-18,8956,37,3,,44.34,One-off,Card,True
42973,2022-03-19,4113,37,4,,44.75,One-off,MobilePay,True
57110,2022-03-19,5508,4,4,,21.56,One-off,MobilePay,False
76147,2022-03-19,7365,37,1,18.0,25.28,One-off,MobilePay,True
108130,2022-03-19,10422,37,1,34.0,44.0,Recurring,Card,True
55933,2022-03-19,5410,37,1,15.0,17.22,Recurring,MobilePay,True
5646,2022-03-20,520,37,2,,35.38,Recurring,Bank Transfer,True
64686,2022-03-20,6273,37,1,19.0,61.63,Recurring,Bank Transfer,True
99512,2022-03-20,9571,37,1,5.0,40.9,One-off,Invoice,True
25629,2022-03-20,2397,37,3,,113.61,Recurring,Bank Transfer,True
33355,2022-03-20,3126,37,2,,55.74,One-off,Card,True
27594,2022-03-20,2596,37,2,,32.82,One-off,Card,True
27465,2022-03-21,2581,37,1,4.0,15.27,Recurring,Bank Transfer,True
123587,2022-03-21,11895,37,2,,16.61,Recurring,Bank Transfer,True
60751,2022-03-21,5878,37,7,,6957.07,Major Gift,Card,True
17307,2022-03-21,1664,37,4,,90.0,One-off,MobilePay,True
29422,2022-03-22,2760,2,2,,42.76,One-off,Bank Transfer,False
42604,2022-03-22,4076,37,1,34.0,19.36,Recurring,Bank Transfer,True
51800,2022-03-22,4979,37,4,,117.04,One-off,Card,True
83416,2022-03-22,8014,37,3,,19.13,Recurring,Bank Transfer,True
72154,2022-03-22,6987,37,4,,49.3,One-off,Invoice,True
103384,2022-03-22,9948,37,3,,85.98,Recurring,Card,True
82459,2022-03-22,7944,37,1,22.0,24.24,Recurring,Card,True
20628,2022-03-22,1951,37,2,,35.15,One-off,Bank Transfer,True
50369,2022-03-22,4847,37,1,1.0,114.03,Recurring,Bank Transfer,True
28375,2022-03-22,2667,37,2,,87.74,Recurring,Card,True
107495,2022-03-23,10359,2,2,,8.88,One-off,Invoice,False
111057,2022-03-23,10711,37,2,,17.43,Recurring,MobilePay,True
23566,2022-03-23,2209,37,5,,11.43,Recurring,Card,True
58300,2022-03-23,5629,4,4,,13.36,One-off,Card,False
83865,2022-03-23,8061,37,1,40.0,6.5,Recurring,Bank Transfer,True
124041,2022-03-23,11931,37,2,,3.59,One-off,MobilePay,True
104756,2022-03-24,10063,37,1,35.0,14.67,Recurring,Bank Transfer,True
5267,2022-03-24,491,1,1,,26.56,One-off,MobilePay,False
87085,2022-03-24,8387,37,1,16.0,23.57,Recurring,Bank Transfer,True
52041,2022-03-24,5003,37,3,,62.17,One-off,Bank Transfer,True
11825,2022-03-24,1144,37,1,21.0,3.07,One-off,Bank Transfer,True
55572,2022-03-24,5368,37,5,,68.07,Recurring,Card,True
45458,2022-03-25,4369,37,1,7.0,50.41,Recurring,Card,True
28778,2022-03-25,2699,37,2,,24.86,One-off,Card,True
28621,2022-03-25,2682,37,4,,87.78,One-off,Invoice,True
57231,2022-03-25,5521,37,1,6.0,9.5,Recurring,Bank Transfer,True
50859,2022-03-25,4900,37,4,,21.2,One-off,MobilePay,True
83708,2022-03-25,8041,37,2,,30.33,One-off,MobilePay,True
20991,2022-03-26,1973,37,2,,22.52,One-off,MobilePay,True
61389,2022-03-26,5951,4,4,,45.77,One-off,Card,False
61449,2022-03-26,5957,37,5,,35.33,Recurring,Card,True
106875,2022-03-26,10298,37,1,7.0,46.04,Recurring,Invoice,True
86967,2022-03-26,8371,37,2,,6.7,Recurring,Card,True
22604,2022-03-26,2123,37,3,,30.6,Recurring,Card,True
38320,2022-03-27,3666,37,2,,244.82,One-off,Bank Transfer,True
94136,2022-03-27,9042,37,2,,85.53,One-off,Card,True
112842,2022-03-27,10909,37,1,35.0,16.79,Recurring,Card,True
57165,2022-03-27,5514,37,3,,46.31,One-off,Bank Transfer,True
